Gene ID,RE:SN12C,RE:A498,RE:CAKI-1,RE:ACHN,RE:UO-31,RE:786-0,RE:RXF-393,RE:TK-10,ME:M14,ME:UACC-257,ME:SK-MEL-28,ME:UACC-62,ME:LOXIMVI,ME:SK-MEL-2,ME:MALME-3M,ME:SK-MEL-5,LC:NCI-H522,LC:NCI-H23,PR:DU-145,CO:HT29,CO:SW-620,CO:HCT-15,CO:COLO205,CO:KM12,CO:HCC-2998,BR:T-47D,BR:MCF7,LC:NCI-H322M,CO:HCT-116,LE:SR,LE:RPMI-8226,LE:K-562,LE:HL-60,LE:MOLT-4,LE:CCRF-CEM,OV:IGROV1,OV:OVCAR-4,OV:OVCAR-3,PR:PC-3,OV:OVCAR-5,OV:SK-OV-3,BR:MDA-N,BR:MDA-MB-435,BR:MCF7/ADF-RES,OV:OVCAR-8,LC:NCI-H226,LC:HOP-62,CNS:U251,CNS:SNB-19,BR:BT-549,CNS:SF-268,CNS:SF-539,BR:HS578T,CNS:SNB-75,CNS:SF-295,LC:EKVX,LC:A549/ATCC,LC:NCI-H460,BR:MDA-MB-231/ATCC,LC:HOP-92
GENE1038X,-1.412,0.9733,0.13,-0.06625,0.3116,0.74,0.18,-0.17,-1.058,-1.04,-0.5065,0.285,0.2616,-0.5475,-1.296,-0.2703,-1.218,0.12,0.1309,-0.21,0.2149,0.61,0.09199,0.2437,0.5906,-0.7398,0.4433,0.86,0.06062,-1.555,-0.6767,-0.06063,0.3512,0.0003125,-0.4875,-0.9352,-0.9245,-0.88,-0.5097,-0.6497,0.105,-0.9988,-1.21,-0.01594,0.08215,-1.11,0.5222,0.76,0.2877,-1.178,-0.93,0.1991,0.5225,-0.3851,1.11,0.13,0.6218,0.7116,-1.412,
GENE1039X,-1.742,-0.3267,-0.04,-0.6962,-0.2884,-0.3,0.16,-0.49,-0.7385,-0.5,-1.216,0.285,0.5916,0.2525,-0.3263,0.5697,1.312,0.04,-0.04906,-0.58,2.615,0.34,0.352,0.4737,-0.2594,0.07023,1.433,-0.19,0.3006,1.005,0.1933,-0.1506,0.2512,1.11,0.4425,0.2248,0.4955,1.04,-0.4297,-0.3297,1.065,0.3312,-0.19,0.5741,-0.1579,0.16,,-1.88,-0.3123,0.4319,1.01,-0.4909,-0.4975,-0.3451,,-3.17,-0.5982,-1.108,-0.5319,1.37
GENE103X,3.133,-0.5216,0.1152,-0.4111,-0.7133,-0.09484,-0.1448,-0.1648,-0.5433,0.5352,0.5887,1.53,-0.3433,1.248,0.03891,-0.7552,-0.002402,-0.09484,0.1861,-0.4048,-0.7099,-0.2248,-0.3229,0.04891,0.2458,0.6254,,0.05516,-0.4242,0.1502,0.4284,0.004531,0.5664,0.6655,-0.9923,0.1899,0.06066,-0.06484,0.1855,0.1155,2.29,-1.164,,3.209,3.077,1.015,-0.1627,-0.5848,1.143,0.377,,-0.9157,-0.9923,0.1201,-1.305,-2.335,-1.683,-0.3233,-1.947,
GENE1040X,-1.557,0.6483,0.975,0.2088,0.1366,0.655,-0.015,0.355,-0.3635,-0.945,-0.8715,-0.67,0.3166,-1.212,-0.3212,-0.2753,-0.4726,-1.165,0.4259,1.535,0.01994,0.635,2.507,1.119,1.466,0.06523,0.8383,1.745,0.4556,-1.62,0.7383,0.5844,0.4663,-1.605,-1.952,0.7898,0.2705,0.515,0.3453,0.8753,-0.06,-1.624,-1.825,-1.181,-0.9129,-0.825,-1.643,-0.635,-1.617,-0.9431,-0.845,-1.456,-1.112,-0.6201,-0.6948,1.365,1.277,-4.463,0.1531,0.015
GENE1041X,-1.562,1.113,0.62,3.214,2.242,0.32,0.93,2.22,-1.048,-0.72,-0.3065,-0.115,-0.5584,-0.3175,-0.2762,-1.1,0.3724,0.5,0.1609,0.16,0.7749,0.26,1.042,0.01375,0.2306,1.42,2.013,0.52,0.2306,-0.705,-0.006719,1.319,0.3513,1.53,0.9525,-0.3152,,0.01,-0.4097,-0.5597,-0.935,-0.3187,-0.39,-0.3759,-0.2179,0.49,-0.2378,-0.4,-0.1223,-1.248,-0.15,0.6391,-0.8875,-0.7551,0.4802,0,0.6118,-1.418,-0.8719,-0.62
GENE1042X,-2.798,-0.4421,2.085,3.328,0.9661,-1.565,0.7246,-2.295,4.776,3.245,5.568,5.61,3.776,5.367,4.238,3.564,-2.323,-1.255,4.186,-4.465,-2.61,-2.375,-2.253,-1.782,-0.4248,-0.3652,-2.342,-1.675,-1.255,-4.31,3.218,-2.576,,1.785,3.447,-0.9807,,2.165,0.1049,0.6049,-0.9504,5.686,5.825,-1.871,-1.603,-2.635,-1.063,2.495,1.972,-3.534,-0.8554,1.774,1.947,0.1695,-0.1052,2.155,-0.6636,4.306,-5.997,3.915
GENE1043X,0.1178,-1.837,-2.29,0.8438,-0.2484,0.02,-5.73E-10,0.22,0.9715,0.86,-0.1465,-1.475,-0.2484,,,0.9497,-2.308,,-1.129,,-2.535,0.25,,-0.1662,-0.7094,2.19,,1.67,-0.1794,,-0.6267,1.109,-3.249,1.58,1.513,-0.5952,0.9655,-2.71,,-0.3497,,0.02125,0.68,0.7241,-0.3879,,-0.4678,-0.83,1.988,-0.6981,1.57,-0.9909,1.033,,,0.93,-0.0982,0.01156,0.2181,
GENE1044X,1.484,0.6495,5.316,-0.3401,0.05773,-0.5138,0.1362,-0.7738,0.5077,2.536,0.04969,2.371,0.4277,-0.6213,,2.106,-1.041,-0.6738,-0.08289,-0.4338,0.2111,-0.3438,2.028,-0.8301,0.1268,-0.3336,-0.9305,-0.1738,-0.4832,-0.3388,-0.8205,,-0.7926,0.5765,0.07867,0.3709,-2.048,3.456,-1.444,-0.9235,-0.04883,3.317,1.176,-0.9598,1.298,0.3362,,0.09617,-1.026,0.09805,1.346,0.4953,-0.2113,,,-0.2338,-0.402,,,
GENE1045X,0.8752,0.3907,,0.3212,-0.001016,-0.06258,-0.7626,-0.2426,1.819,2.557,3.391,2.032,-1.171,2.4,3.571,3.467,-0.3101,-0.8426,0.5084,-0.5826,-0.2376,0.3874,-1.241,-0.2188,0.108,0.6977,-0.4993,-1.043,-0.232,,0.0007031,-0.5232,-0.03133,0.1277,0.8299,-0.9378,0.1429,-0.1126,,-0.07227,0.5624,1.829,2.297,0.2715,0.5296,0.4074,,-0.5526,0.5251,1.089,-0.07258,-0.6335,-1.85,0.8324,-0.01234,-1.723,-0.1908,,-0.7845,
GENE1046X,-0.5538,0.4917,0.9284,0.3322,-0.52,-0.4016,-0.5216,-0.2616,2.64,3.138,3.382,0.8234,-1.44,2.071,2.802,2.908,0.9609,0.5584,0.5694,-0.2016,1.993,0.4184,-0.2496,-0.7478,-0.6809,1.049,-0.3183,-0.6016,0.5091,-3.657,-0.6983,-0.4122,-0.4503,-0.00125,2.151,0.3532,-0.3761,0.04844,-0.2213,-0.2613,-0.5666,2.5,2.318,0.4425,0.06059,-0.4316,-0.6194,0.1684,0.4261,0.0003125,-0.1916,-0.9825,-4.699,,,-1.372,0.7002,,,-5.142
GENE1047X,-0.9922,-3.547,0.59,2.404,-2.058,-0.01,0.45,-0.51,-0.4685,-5.49,0.09352,0.035,-2.198,0.6125,,-0.2703,0.2724,0.86,0.9809,-3.87,1.715,0,,0.8237,,,,0.56,1.681,,-0.7567,2.439,,1.04,-0.2275,0.2548,-1.504,-3.41,,-1.62,,-0.4988,,-0.8059,0.2021,1.46,,-0.07,-0.5923,,,0.8691,,,,,0.1118,,-0.3419,
GENE1048X,1.087,-0.09746,-0.7607,0.713,-0.4592,0.4593,-0.1707,0.1693,-0.7792,-0.2507,-0.5472,-0.9257,1.151,-0.4382,-0.127,-1.081,0.6517,1.109,1.82,0.5193,0.8842,-0.2007,-0.08875,-0.447,-0.7801,0.4195,0.03254,-0.1607,-0.4101,2.504,1.473,1.149,1.531,2.8,2.482,0.004023,-0.005234,0.1793,-0.1404,0.01957,-0.3957,-1.069,-1.001,-0.08668,0.3214,0.1093,1.521,0.4593,-0.1631,-1.419,-1.881,-0.02164,-0.9082,-1.046,-0.1805,1.399,0.5011,0.7708,1.417,0.6893
GENE1049X,,-0.04242,,0.368,0.8659,-0.0757,-0.6657,0.9743,-0.7742,-0.1757,-1.612,-0.9407,-0.2241,-0.4232,-0.262,-0.776,1.007,0.6243,-0.05477,,1.069,0.6343,-1.154,0.758,1.225,0.1945,0.1976,-0.7557,0.1749,0.7293,-0.1724,-0.3063,0.1655,0.3046,0.4968,0.2591,-0.0001953,1.014,-0.1554,0.1646,5.339,-1.094,-2.316,-0.1116,-0.5836,0.6743,0.3065,,0.292,0.6362,,-1.037,-1.193,0.3092,-0.7455,,,3.586,-1.368,-0.2157
GENE104X,-0.04723,0.4683,-0.295,0.07875,0.3666,0.075,0.775,0.265,-0.2635,-0.725,-0.6015,1.42,-0.2334,-0.5625,-0.5413,0.1547,-0.03256,0.005,-0.4041,-0.485,-1.19,-0.905,-0.843,-0.4713,-0.6944,2.365,0.09828,-0.005,-1.224,0.66,-1.002,-0.2856,0.1363,-0.1947,0.1375,-0.5902,0.4305,-0.335,-0.3647,-1.135,-0.89,0.1563,0.385,0.1791,1.077,-0.125,0.02719,0.935,1.113,0.9669,1.065,1.554,1.238,-0.09006,0.2752,0.565,-0.1932,-0.9634,0.3031,0.755
GENE1050X,,-0.4994,-1.113,-0.4889,-0.3811,0.2973,0.4473,-0.6627,-2.111,-0.05266,0.2809,0.02234,0.3489,1.17,-0.7489,0.587,4.63,4.987,0.4783,0.9573,0.6523,0.7573,0.3393,0.09109,0.408,-0.1124,,-0.2827,,-0.4177,1.041,-0.3633,0.008594,0.4677,3.92,-0.3479,-0.1271,-0.07266,-1.052,-0.3523,-0.6677,-1.041,,0.06141,0.2995,1.567,0.9395,,-0.125,-1.811,-1.173,-0.7236,-0.0001563,0.1123,,,-1.401,-0.5411,,
GENE1051X,,-0.1977,2.529,-0.1472,-0.3094,-0.1709,-0.3909,0.3891,2.321,2.409,1.133,0.6141,-0.1994,1.942,2.643,2.459,0.7915,0.3291,0.25,-1.151,1.584,0.5191,-0.9989,-0.1572,0.01969,0.6193,-1.838,2.139,1.11,0.4241,-0.2577,-0.6316,0.0003125,-0.3506,0.6016,-0.6262,-0.4254,0.05906,-0.1506,0.009375,-0.2459,1.49,2.539,0.9031,0.5012,-0.2409,-0.7087,-0.6209,-0.3033,-0.1691,-2.131,-1.722,-3.558,0.874,-1.731,,-0.5191,0.06062,,-3.611
GENE1052X,1.486,-1.939,,-0.3884,-2.131,2.488,1.378,-0.3722,,3.468,0.06133,-1.117,0.06937,-1.68,0.06156,,,,-0.9813,2.108,-3.777,0.1278,0.7998,-0.1984,0.4384,0.008047,2.381,-5.672,,1.793,0.02109,-0.06281,0.2891,-1.072,-1.33,-2.257,-1.757,1.698,-0.4119,-0.3119,,,,-0.6081,0.07996,2.068,0,4.698,-0.5245,-0.8403,,-0.9531,1.08,3.103,,2.018,,-2.911,,-0.02219
GENE1053X,,,-0.1106,-0.8169,,1.009,-0.02063,-1.231,-1.379,1.429,0.08289,1.714,-0.1191,1.432,-2.727,5.099,,1.349,-0.09969,-1.121,-0.1257,0.08938,0.5614,0.003125,0.12,0.9596,-4.327,-2.301,,,-0.2473,0.06875,0.3406,0.4997,-2.058,0.09414,0.004883,0.5394,-0.0003125,0.5297,-0.4856,1.421,-0.4506,0.4434,-0.2185,0.4594,-0.2384,,-0.443,0.2613,-0.1006,-0.6915,-0.9181,-0.4757,,0.6494,-1.159,,0.6075,-0.5206
GENE1054X,1.345,-0.06937,0.2373,-0.4689,0.4789,-0.5527,-0.4227,0.1873,0.07887,0.7573,0.0008594,-0.3577,0.05891,1.41,-0.6089,0.01703,0.1198,-0.3827,-0.1617,-2.483,0.3023,0.4473,-0.3607,-0.2989,0.01797,0.2576,0.5806,0.03734,0.248,-0.2477,-0.1994,1.027,-0.01141,0.3777,1.3,0.1121,-0.1971,-0.2727,0.1277,-0.09234,,-0.3014,-0.3627,-0.6586,-0.1205,0.5073,0.6795,-0.2427,-0.765,-0.9308,-0.7827,-1.094,0.3198,2.542,0.6076,-1.423,-0.1909,2.219,,
GENE1055X,0.8648,-0.2697,-0.203,-0.6592,0.5586,-0.04297,-0.803,-0.313,-0.001445,0.527,0.6305,0.002031,-0.06141,0.4795,0.1808,0.4967,-0.2605,0.597,-0.312,0.837,-0.848,-0.723,-0.361,0.7408,0.2377,-0.2127,0.4403,0.857,-0.1523,0.202,1.11,2.206,-0.1317,-0.5827,0.2495,-0.4882,0.3125,0.147,0.6173,0.1273,2.412,0.1283,-0.123,-0.01891,-0.1108,0.02703,-0.5308,-0.263,-0.5353,-0.4611,-1.663,0.1261,0.6995,0.442,0.4073,-1.373,-0.7212,-0.4714,-1.395,0.727
GENE1056X,,-2.228,0.3884,-0.4078,-0.27,0.7484,-0.2116,0.1384,0.09996,-0.2716,-0.718,-0.3966,0.12,-1.859,-3.528,-0.5019,0.2809,-0.2416,0.8994,,2.313,1.848,0.5304,3.462,1.449,0.3487,0.5817,1.888,0.1491,-0.8566,0.8117,-2.212,-0.1403,0.6688,-1.879,2.083,0.1739,-0.3916,-1.071,-0.3813,,0.6097,-0.1216,0.0025,-0.2194,-1.402,4.991,-2.202,-0.4139,3.34,-1.352,-0.6625,,-1.107,1.299,,0.0002344,,,1.668
GENE1057X,1.833,-0.2017,0.765,-1.301,-1.683,-0.525,-1.235,-0.655,-0.5235,0.635,2.459,-0.42,-1.373,2.417,0.9787,,0.4574,0.425,0.03594,-1.135,-0.3501,-0.115,0.817,2.209,-0.3344,-0.2048,1.198,0.435,0.1756,0,-0.6817,0.3144,0.1362,0.1053,0.6575,-0.6802,0.02051,0.045,1.975,-0.01469,2.73,-0.8138,-2.265,0.9291,0.5671,-1.625,-0.3328,0.525,-0.09734,-1.043,-5.105,-0.8859,-0.7725,-0.4601,0.5452,1.255,-0.5132,0.2466,1.413,-1.475
GENE1058X,-2.045,-1.5,4.237,-0.4591,-0.6413,0.6072,-0.002813,-0.3028,-0.3813,-0.2828,1.361,-0.6078,0.3187,1.47,-1.599,1.357,3.96,2.077,0.6881,,-0.2179,-0.5928,-0.9708,-0.3191,-0.07219,-0.2526,0.0004687,-0.2928,-0.6322,-1.868,0.08047,1.267,-1.572,-0.4625,0.1597,0.102,0.0927,0.3172,-0.8025,-0.6625,,-0.9416,-1.923,1.661,1.259,0.1072,0.3894,0.02719,1.335,2.019,0.7572,0.5763,-3.17,3.532,-0.06258,,0.119,,1.805,
GENE1059X,-2.663,-0.668,-0.01125,-0.7075,0.0003125,0.04875,-0.2613,-0.2613,-0.7497,0.5488,-0.07773,0.5038,-0.1897,0.8113,0.4425,1.848,0.6012,0.7988,0.6097,-1.431,0.1237,-0.1812,-0.8493,-0.3975,-0.1706,0.929,0.212,-0.05125,-0.000625,0.1238,-0.358,-0.7919,0.01,0.5191,0.7013,-0.2965,-0.5157,0.09875,0.4391,0.04906,0.3138,0.81,-0.5412,0.1228,-0.5891,-0.2712,-0.09906,0.2988,-0.5836,0.1906,0.06875,-1.672,0.5013,0.01369,0.449,0.7087,-0.5495,-1.44,-0.1431,-0.7213
GENE105X,1.088,0.2433,-1.44,-0.6062,-0.2684,-0.58,0.3,0.6,-0.4885,,1.084,1.215,-0.008437,-3.817,-0.3162,-1.26,0.7124,0.3,-1.159,-0.29,-1.095,-0.65,-0.238,0.1738,0.8806,0.4002,,-0.79,-0.4694,-0.135,,0.1594,,-1.05,,-0.9852,-1.394,0.1,-1.24,-1.03,0.885,0.2513,0.8,0.4241,0.4121,0.07,-0.3978,1.05,-0.1323,0.4819,2.12,,2.293,-2.435,2.38,0.37,0.5718,-4.078,,0
GENE1060X,-0.2908,,3.211,-1.105,,-0.3186,0.1214,-0.1486,,3.281,2.915,-0.5936,-0.137,,-1.125,,,1.161,-0.1077,-1.049,,-0.4486,-1.017,-0.4348,0.162,-0.2484,0.2347,-0.02859,1.672,-1.114,0.9647,-0.8092,-0.02734,-0.9183,-0.2961,0.1262,0.1869,0.6614,-0.2683,3.212,,0.07266,1.461,0.04547,1.964,1.711,-1.556,0.6614,-0.09094,-0.9267,0.1114,-1.469,-0.8661,0.06635,,0.9314,2.493,,0.02953,3.661
GENE1061X,-0.7054,-0.2398,-0.1831,-0.6094,-1.562,-0.5631,-0.8331,-3.683,-0.3616,0.3769,-0.5796,-0.3781,0.2984,-0.7506,-0.05938,0.4666,0.6993,0.8369,-0.01219,0.6169,0.3018,0.8669,2.199,-0.2794,1.178,0.4271,1.56,0.1169,0.7975,0.6319,-0.5698,0.07625,1.398,1.797,1.749,0.8716,-0.4176,-0.02312,0.2972,0.1872,-0.3981,0.01813,0.5669,-1.219,-0.951,-0.7031,-1.001,0.3169,-0.09547,-0.00125,,0.08598,-2.771,-0.9782,0.2071,0.2469,-0.5113,0.5584,-1.375,-0.5631
GENE1062X,,-0.2711,,,-0.8628,-0.9644,-0.5544,-0.1844,,1.676,-1.211,-1.889,-0.9728,-2.202,,,1.768,-1.344,0.2066,0.5056,,-1.264,-0.9524,0.08938,1.216,-0.1941,,,-0.7137,-2.209,0.7289,0.045,0.9469,-1.554,0.4481,0.2204,0.7011,3.276,0.6359,1.526,,,,-1.06,-0.5922,0.2356,,1.456,-0.6767,0.3375,2.036,-1.235,4.038,-1.179,3.706,,,,0.9238,-0.04438
GENE1063X,-2.343,0.6923,0.08906,-0.7972,-0.8794,-0.4509,-0.3809,0.2691,0.6206,0.2091,-0.04742,-0.04594,-0.4094,-0.3184,0.4328,2.129,0.001504,0.1391,0.94,-0.8109,-0.126,1.299,-0.06895,-0.7872,0.009687,0.1493,0.6423,-0.3309,-0.3503,1.874,0.4623,-0.6316,0.5803,0.2394,0.9816,-0.04617,0.01457,0.06906,-0.4006,0.3694,-0.3859,-0.2997,-2.701,1.013,2.051,0.3091,-0.00875,-0.1309,-0.8333,-3.319,,-1.472,0.1616,-0.386,-0.3907,0.05906,0.5309,0.000625,-3.203,0.1991
GENE1064X,-2.197,0.04832,-1.475,-0.1312,3.547,0.195,1.365,-0.475,4.267,0.06504,1.019,3.63,3.957,1.018,0.2988,0.2047,-0.7225,-0.675,-0.144,-0.175,-0.03002,-0.705,-0.623,-0.5512,-1.004,0.7553,-0.8117,-0.295,0.09566,-0.71,0.1383,0.5544,1.236,-0.04465,0.1875,0.0298,1.561,-0.505,0.8454,-0.5146,-0.58,-0.8437,-1.705,-1.011,-0.6328,-1.035,2.797,2.325,3.283,-1.093,2.875,0.9841,3.598,1.71,0.4353,-1.615,-0.08316,1.827,-2.417,-1.425
GENE1065X,,1.503,0.33,-0.5362,,0.23,-0.17,-0.12,-3.098,0.44,-0.1865,-0.645,0.3416,-1.988,,-1.43,,1.5,0.2409,3.37,0.2049,0.3,-1.648,-0.6563,0.1406,0.6102,,,,,-0.4067,0.3194,-0.06875,0.8503,1.822,-0.01523,0.7755,2.4,-0.2297,0.8003,,-0.1188,-1.7,0.6441,-0.1679,-2.68E-09,1.732,,-0.002344,-0.2081,2.36,-0.0409,,-0.9051,0.3902,,,1.312,-4.312,-3.22
GENE1066X,0.2517,-0.6728,-0.9161,-0.7823,0.2855,-0.8961,-0.6561,-0.5761,0.6954,0.06391,1.177,0.9889,1.835,0.3064,0.4277,0.2336,0.2463,-0.1761,-0.05516,-1.276,0.6288,-0.1061,-0.7241,-0.4123,-0.3555,-0.6159,-0.9528,-0.1361,-0.3355,0.6089,-0.4128,0.7733,0.05516,0.6442,0.1764,-0.1213,-0.4506,0.5739,0.3242,0.7242,0.08891,0.3452,0.4339,-0.772,-0.3539,-0.5061,0.7561,0.2439,-0.9384,0.6658,-0.6861,0.243,0.5964,0.5588,-0.08586,-1.276,0.1857,-0.8445,-0.958,-2.286
GENE1067X,-6.494,-0.1385,-0.3518,-0.708,0.1398,0.1582,-0.4118,-0.2918,-0.0002734,-0.2518,1.512,-0.1768,0.2398,0.1907,-0.408,0.4579,1.091,0.6382,0.07914,1.388,0.6431,-0.0418,0.0001953,-0.02805,0.5088,0.2984,-0.1785,0.2082,-0.3712,-0.8368,0.01148,0.5276,0.5895,0.4785,-0.4793,0.02297,-0.3463,0.1982,0.4285,0.1585,,-1.121,-0.8818,-0.6277,-0.5596,0.8182,0.3904,-0.0918,-0.2841,0.9701,-2.222,-0.5927,0.1407,0.2331,-0.5216,-1.352,-1.64,-0.3002,0.05633,0.9382
GENE1068X,-0.2875,-1.352,-0.5553,0.1784,1.356,0.7047,0.004687,0.8747,-1.054,0.4547,0.4982,0.1297,-0.4337,0.9872,-0.3816,0.5544,0.02713,-0.01531,-0.3444,3.615,0.4396,0.8647,-0.5433,-0.2316,0.01531,0.2049,1.118,-0.4953,-0.4747,0.5197,-0.182,0.7941,0.005938,0.175,0.3972,-0.2905,-0.5798,0.05469,0.075,-0.005,,0.3559,-0.2853,-0.3312,-0.2132,-0.6053,0.8669,-1.265,-1.678,0.4966,-0.3353,-0.6162,-1.473,-0.6604,-1.745,-1.215,0.02648,0.1563,-0.8072,
GENE1069X,,0.1316,1.368,-0.138,-0.4602,0.4583,-0.5217,0.7883,-1.22,0.1983,-0.7082,-0.2567,0.02984,1.111,1.532,3.328,0.6407,-1.192,0.3692,-1.182,-0.4968,-0.2617,-0.01973,0.202,-0.4511,0.4685,0.01156,-0.7117,0.01891,2.633,-0.9084,,0.1295,-0.2614,1.771,-0.537,0.2038,-0.7717,0.3486,-0.01141,,1.46,,0.4823,0.2804,0.7183,-0.4995,0.2283,-0.5541,-0.08984,-1.722,-1.313,-0.04922,0.08322,-0.01148,1.238,-0.2599,,,-0.7617
GENE106X,0.3475,-0.447,-0.4002,0.2635,-0.2487,0.4398,-0.2702,-0.0002344,-0.1887,-0.09023,-0.4767,-0.5252,0.3013,-0.3277,-0.1865,-0.9705,1.072,0.7498,-0.0193,-1.37,-0.4653,0.1798,0.5218,,-0.4696,0.63,0.623,-0.9602,0.1304,0.3448,-0.307,0.9891,-0.189,1.53,1.372,-0.1555,0.2853,-0.2902,0.04008,0.2201,0.2848,-0.129,0.09977,0.4938,0.9819,-1.35,1.042,-0.1002,0.007422,0.1816,-0.2802,3.299,-0.1277,0.2447,-1.16E-11,-0.6102,-2.028,-1.619,1.588,0.009766
GENE1070X,-0.07637,-0.03086,0.2659,-0.1604,0.9374,-0.2641,0.4559,1.326,0.1474,-0.7141,0.5494,0.03086,0.06742,0.2184,-0.7004,0.4355,-0.4417,-0.07414,-0.1432,0.6559,0.3008,0.3459,0.3779,0.2096,0.4165,0.8061,-0.5409,0.2059,-1.014,0.9509,-0.1409,-0.1448,-0.09289,0.6562,1.078,0.7106,1.851,0.7459,0.05617,-0.08383,-0.4091,0.3571,0.2559,-0.3701,-0.922,-0.3041,-0.422,0.1459,-0.6965,-0.2123,-2.654,-1.135,-0.7216,-0.3092,0.3761,-0.9341,-0.1823,0.6474,-0.556,-0.6841
GENE1071X,-0.9499,0.2056,0.8023,0.08609,0.04391,0.1823,0.01234,-0.4377,-0.4761,1.702,1.286,2.717,-0.03609,1.075,2.736,1.842,0.8148,1.572,-0.4567,-0.2577,-0.4827,-0.4877,2.064,0.006094,0.253,-0.3274,1.116,1.552,-0.347,0.6873,-0.8844,-0.6583,-1.036,-0.4273,0.02484,-0.04289,-0.05215,-0.07766,-0.8273,0.8027,-1.443,1.634,1.592,0.1664,0.3545,-3.038,0.6745,0.6623,-0.49,0.2842,0.1623,-0.3086,-2.635,-0.07271,-0.4674,-2.058,-0.005859,-0.2261,-1.21,-2.288
GENE1072X,1.091,0.1562,-0.7371,-0.6533,0.7145,-1.167,0.1929,-1.837,0.5345,0.1229,-0.3536,0.1079,-0.4255,0.3654,0.7567,0.6526,-0.9246,0.00293,-0.2661,0.2729,-0.002129,-1.057,-0.3851,-0.3933,0.04355,0.2232,0.4162,-0.4371,-0.3864,1.028,-0.1838,-0.9777,0.9842,-2.227,0.2254,-1.952,-1.192,-2.657,0.03324,-0.8368,-0.06207,1.774,2.493,-0.813,-0.1949,1.193,-0.3649,0.3529,1.281,0.7148,0.4129,1.262,-0.4546,0.2279,0.4632,-0.6871,-0.2253,-0.8655,1.071,-2.437
GENE1073X,,-0.4224,0.3243,-1.222,-0.5541,-0.0557,-0.1957,-0.3957,-0.1042,1.284,0.8878,-0.5407,0.3359,0.0268,-0.542,0.694,0.9367,0.1743,0.6952,2.194,0.8092,0.8243,1.106,-0.452,-0.1551,0.05453,0.6776,-0.2157,0.5849,0.4593,0.6576,0.4237,1.036,1.005,2.347,0.1491,-0.0001953,-1.296,-0.08539,0.2746,-0.7507,-0.1345,-2.276,-0.3516,-0.08355,-1.386,-0.9135,-0.3157,0.222,-0.2938,-1.946,0.0334,,-0.6508,0.6045,-3.686,-0.2439,,-2.068,0.2543
GENE1074X,-3.148,2.488,0.9143,-0.562,0.8659,3.244,2.744,1.424,0.08582,-0.7657,0.2478,-0.2807,-0.3441,0.3468,-0.702,-0.146,-0.2133,-0.1057,1.145,1.114,0.6292,-0.3857,-0.9637,-0.292,0.03492,-1.015,0.3176,-0.7457,1.065,-0.0907,-0.3024,-0.9563,0.2555,0.01461,1.087,0.2991,-0.0001953,-0.3257,1.535,0.4546,-0.6307,-1.034,-1.126,-0.2716,-0.7336,-0.2357,2.176,-0.1557,-0.478,-0.5738,,-0.4666,2.157,0.3692,0.2145,0.3443,0.03609,0.7759,-0.4576,0.7443
GENE1075X,,-0.9961,-0.3794,-1.516,-0.03781,-0.1194,-0.5894,-0.2094,0.4521,0.5206,-0.1559,-1.274,0.6622,0.1531,-1.396,-0.01969,-0.3169,-0.8994,-0.06844,1.011,0.1856,-0.08937,-1.627,0.1844,-0.02875,0.4109,,-0.8394,3.091,1.516,0.5939,1.82,1.502,0.7109,1.083,-0.2346,0.4261,1.961,0.5409,0.3609,1.606,-0.4981,,-0.05531,-0.08723,0.1006,0.2628,1.221,0.3183,-0.6575,,-0.6303,,-0.9244,-0.05914,,,,1.029,0.02062
GENE1076X,,2.231,0.6673,-0.09891,-2.301,0.6173,0.2573,-1.693,-3.841,1.687,0.0008594,-0.3177,0.01891,0.3098,-1.099,-4.123,0.2798,1.257,0.2083,,-0.3077,0.1973,0.7393,-0.1089,-0.672,0.4876,,-3.543,-2.972,0.8623,-0.05937,-0.2833,0.1786,-0.2123,-1.03,-0.6579,-0.3971,0.4673,0.1477,-1.462,1.242,0.3986,,0.09141,-1.751,0.1073,-0.5105,1.987,0.565,-0.5108,2.287,-0.3936,2.78,-0.05771,,,,,-2.025,
GENE1077X,2.478,1.973,-1.42,-0.7662,,0.29,-0.83,0,,1.6,-0.9765,-1.125,0.4616,1.493,-0.7062,,3.182,0.11,-0.04906,-1.15,1.215,1.12,-0.148,-0.09625,0.1006,0.4602,2.413,-1.43,1.291,,0.3733,-0.3206,0.6113,-0.7797,-0.6775,0.8548,0.2655,,-0.03969,,4.045,,1.62,-0.7659,-0.3179,,,,-1.082,-1.218,,-1.571,-1.777,1.685,,0.47,,,-0.4419,
GENE1078X,0.4728,0.1983,-0.285,0.1688,0.4166,0.215,0.405,2.145,-0.07348,0.175,0.2185,0.04,0.3766,-0.4725,-0.09125,0.4747,0.4474,0.225,0.2659,-1.025,1.07,-0.135,-4.073,-0.6713,-1.534,0.02523,-1.002,-3.725,0.2156,0,-1.052,-0.7756,0.05625,0.4953,-0.1125,0.3398,-0.3595,-0.215,-0.1247,-0.1547,1.35,-0.5038,-0.845,0.3191,1.547,0.705,1.097,-0.125,0.1027,1.227,,-0.4859,-0.5325,0.1099,-0.5548,-1.555,-0.4232,-0.08344,-0.3169,-0.025
